Date,Open,High,Low,Close,Volume,MarketCap
1987-04-06,6.159257354352299,6.368755903820063,6.159257354352299,6.243056774139404,157000,33836647842.407227
1987-04-07,6.243047548664941,6.243047548664941,6.033549308776856,6.033549308776856,295600,33836647842.407227
1987-04-08,6.117352975209554,6.3268513647715245,6.117352975209554,6.284951686859131,479700,33836647842.407227
1987-04-09,6.28495016298094,6.28495016298094,5.991652488708497,5.991652488708496,850800,33836647842.407227
1987-04-10,5.991653455536941,6.117352479079673,5.991653455536941,6.07545280456543,224000,33836647842.407227
1987-04-13,6.075449835324119,6.075449835324119,5.865951565140528,5.907851219177246,304700,33836647842.407227
1987-04-14,5.8659538002901295,5.8659538002901295,5.321258090263189,5.405057430267334,168300,33836647842.407227
1987-04-15,5.488856438228062,5.86595344543457,5.488856438228062,5.86595344543457,414500,33836647842.407227
1987-04-16,5.949750012821622,6.075448956754473,5.949750012821622,6.033549308776856,229400,33836647842.407227
1987-04-20,6.033555527807961,6.033555527807961,5.949756145477295,5.949756145477295,135800,33836647842.407227
1987-04-21,5.949750873213965,5.991650527250683,5.865951565140528,5.907851219177246,282200,33836647842.407227
1987-04-22,5.907855521077695,5.949755205624346,5.698357098344443,5.782156467437744,284900,33836647842.407227
1987-04-23,5.824055671691895,5.907855033874512,5.782155990600586,5.824055671691895,219200,33836647842.407227
1987-04-24,5.782155503167046,5.865954858285409,5.656456470489502,5.656456470489502,139700,33836647842.407227
1987-04-27,5.572655182896239,5.614554845925534,5.363156867749764,5.530755519866943,466500,33836647842.407227
1987-04-28,5.780543804168701,5.907125055354877,5.569575052191741,5.780543804168701,272200,33836647842.407227
1987-04-29,5.864929524020872,5.907123261603756,5.822735786437988,5.822735786437988,374500,33836647842.407227
1987-04-30,5.822738031546275,6.075900554656982,5.822738031546275,6.075900554656982,845800,33836647842.407227
1987-05-01,6.118094308508767,6.2024818162123365,6.033706800805198,6.075900554656982,713800,33836647842.407227
1987-05-04,6.075899691195102,6.286868430472709,6.075899691195102,6.244674682617188,212200,33836647842.407227
1987-05-05,6.244675630138766,6.540031909942627,6.075900613107988,6.540031909942627,1040000,33836647842.407227
