Date,Open,High,Low,Close,Volume,MarketCap
1990-02-16,0.0482879841849951,0.0522643726672419,0.0482879841849951,0.0505602061748504,940636800,199874452.9934704
1990-02-20,0.0505602108256354,0.0522643774747848,0.048856044176486,0.0522643774747848,151862400,206611377.7837611
1990-02-21,0.0516963125122973,0.0516963125122973,0.0494240907271535,0.0511282570660114,70531200,202120070.045557
1990-02-22,0.0516963340342044,0.0534005010825309,0.0516963340342044,0.0516963340342044,45216000,204365790.18528703
1990-02-23,0.051696340767638,0.0522643965244026,0.0511282850108734,0.0514123104512691,44697600,203242989.02264705
1990-02-26,0.0514122955513309,0.0522643813775191,0.0499921590089798,0.0499921590089798,26928000,197628850.6681904
1990-02-27,0.0499921461734395,0.051980337797455,0.0499921461734395,0.0511282570660114,25574400,202120070.045557
1990-02-28,0.0511282546568089,0.0539685317544027,0.0511282546568089,0.0528324209153652,67968000,208856965.3822352
1990-03-01,0.0528324330245013,0.0534004885742177,0.0522643774747848,0.0522643774747848,28425600,206611377.7837611
1990-03-02,0.0522643654958464,0.0534004763348839,0.0522643654958464,0.0528324209153652,8438400,208856965.3822352
1990-03-05,0.0528324330245013,0.0534004885742177,0.0522643774747848,0.0522643774747848,2419200,206611377.7837611
1990-03-06,0.0522643774747848,0.0534004885742177,0.0516963219250683,0.0522643774747848,23904000,206611377.7837611
1990-03-07,0.0522643679585833,0.0522643679585833,0.0505602016197254,0.0511282570660114,18172800,202120070.045557
1990-03-08,0.0511282616723142,0.0516963171697781,0.0505602061748504,0.0505602061748504,33523200,199874452.9934704
1990-03-09,0.0505602061748504,0.0511282616723142,0.0505602061748504,0.0505602061748504,11145600,199874452.9934704
1990-03-12,0.0505602226686535,0.0522643897169799,0.0505602226686535,0.0516963340342044,20304000,204365790.18528703
1990-03-13,0.0516963237245097,0.0545366015719562,0.0516963237245097,0.0534004904329776,53020800,211102656.0683527
1990-03-14,0.0534004805044825,0.059649743987166,0.0534004805044825,0.0590816885232925,87350400,233561551.04837495
1990-03-15,0.0590816968878073,0.0590816968878073,0.0556727102418625,0.0562414191663265,38620800,222333406.8807177
1990-03-16,0.0562414063927989,0.0573775172233581,0.0562414063927989,0.0573775172233581,19929600,226824626.25808427
1990-03-19,0.0573775221316721,0.059649743987166,0.0556727023599763,0.0590816885232925,43027200,233561551.04837495
1990-03-20,0.0590816943864992,0.0596497499067459,0.0539685413241386,0.0539685413241386,43228800,213348273.1204393
1990-03-21,0.0539685588621947,0.0556727259767347,0.0539685588621947,0.0545366145670414,19900800,215593978.53336343
1990-03-22,0.0545365897437271,0.055672700636299,0.0505602016197254,0.0511282570660114,43776000,202120070.045557
1990-03-23,0.0511282546568089,0.0539685317544027,0.0511282546568089,0.0528324209153652,16905600,208856965.3822352
1990-03-26,0.0539685614447239,0.0551046729087829,0.0534005057126943,0.0551046729087829,41702400,217839625.0390622
1990-03-27,0.0545365991532702,0.0562414191663265,0.053968543608974,0.0562414191663265,15926400,222333406.8807177
1990-03-28,0.056241406519492,0.056241406519492,0.0556726977229118,0.0556726977229118,9792000,220085139.00350496
1990-03-29,0.0556726977229118,0.0556726977229118,0.0545365868897933,0.0556726977229118,16272000,220085139.00350496
1990-03-30,0.0545366015719562,0.0545366015719562,0.052264379293999,0.0534004904329776,28742400,211102656.0683527
1990-04-02,0.0516963219250683,0.0528324330245013,0.0505602108256354,0.0522643774747848,15868800,206611377.7837611
1990-04-03,0.0516963100763277,0.0534004763348839,0.0516963100763277,0.0528324209153652,8352000,208856965.3822352
1990-04-04,0.0528324209153652,0.0534004763348839,0.0528324209153652,0.0528324209153652,14284800,208856965.3822352
1990-04-05,0.0534004905775368,0.0534004905775368,0.0522643794354827,0.0525484047830104,8323200,207734193.6732073
1990-04-06,0.0522643897169799,0.0528324453997554,0.0516963340342044,0.0516963340342044,10771200,204365790.18528703
1990-04-09,0.0522643679585833,0.0522643679585833,0.0511282570660114,0.0511282570660114,6681600,202120070.045557
1990-04-10,0.0511282701932494,0.0522643813775191,0.0488560478247101,0.0499921590089798,34790400,197628850.6681904
1990-04-11,0.0499921590089798,0.0505602146011146,0.0494241034168449,0.0499921590089798,24796800,197628850.6681904
1990-04-12,0.0505602061748504,0.0505602061748504,0.0494240951799228,0.0505602061748504,13161600,199874452.9934704
1990-04-16,0.0505602061748504,0.0511282616723142,0.0499921506773866,0.0505602061748504,5616000,199874452.9934704
1990-04-17,0.0499921461734395,0.0511282570660114,0.0494240907271535,0.0511282570660114,6566400,202120070.045557
1990-04-18,0.051128278351429,0.0522643897169799,0.0505602226686535,0.0516963340342044,24480000,204365790.18528703
1990-04-19,0.0511282663753519,0.0522643774747848,0.0511282663753519,0.0522643774747848,25142400,206611377.7837611
1990-04-20,0.0522643726672419,0.0522643726672419,0.0505602061748504,0.0505602061748504,8755200,199874452.9934704
1990-04-23,0.0505602016197254,0.0516963125122973,0.0499921461734395,0.0511282570660114,5356800,202120070.045557
